id,name,longitude,latitude,Score_Population_Density,Score_Footfall,Score_Transit,Score_Traffic,Score_Rent_Value,Score_Parking,Score_Night_Activity,Score_Walkability,Score_Safety,Score_POI_Synergy
32,Kirti Nagar,77.14135692,28.64817999,95,71.40728576,93.54795712,84,39.60704039,52.4842245,75.69836449,69.42503236,52.89908518,68.92730743
39,Ibrahimpur,77.18070832,28.77891252,95,69.02849435,95,60.62544465,69.04318369,58.53749739,56.88859816,55.80882701,56.57468175,73.58764279
312,Rithala,77.10124074,28.72147103,95,65.10523726,87.36766747,78,67.94195616,64.97025521,55.75758325,59.92917483,57.00186406,69.88495633
45,Punjabi Bagh,77.13191271,28.66866768,95,66.59434659,93.6097061,84,67.02592125,57.91255288,54.95322597,52.40495384,53.4758868,66.79253256
46,Vishnu Garden,77.09720122,28.65006057,95,65.29836602,88.01733063,78,60.09175289,60.76657642,61.35127259,66.32834772,52.93774677,71.93949591
311,Sector 19,77.14248991,28.73263447,95,63.88415084,94.14373841,78,66.05310617,60.24193606,51.71731457,52.99601055,54.41924654,70.35935079
31,Tagore Garden Extension,77.11441109,28.6529363,95,71.4007436,89.78755364,84,65.34197454,61.22054785,60.03533506,54.71023809,52.95541442,66.02567963
365,Sector 27,77.10939756,28.75407246,95,62.78655234,89.68225572,78,58.01400533,60.98079003,60.58378794,60.59240665,52.03827426,72.98293197
347,Mehrauli,77.17998741,28.51873299,95,61.67726852,83.39912625,78,58.50568123,60.13114812,59.78437473,60.48260591,54.38897878,73.16973907
313,Sector 2,77.10215307,28.69719267,95,66.09132454,86.75235628,78,58.251097,63.79603996,56.84354763,66.48388888,56.88802603,69.018872
370,Sector 9,77.12369916,28.71481937,95,67.49085595,91.66519688,78,60.21357286,63.31587416,52.13891216,57.93154284,54.07483659,67.56463061
361,Palam,77.08392846,28.58654474,95,65.55215743,81.88726709,78,63.43445224,51.4918316,54.78300227,66.15868242,53.4382532,72.59292507
222,Sector 5,77.1057646,28.71554336,95,62.12412581,87.8671403,78,59.86878745,63.8729852,50.95461364,60.74038533,55.28017409,71.66847391
310,Pitampura,77.13306859,28.69875431,95,62.24452498,91.54198645,84,57.52021312,57.76805529,60.2988487,47.02707251,55.30398028,74.60920147
29,Ramesh Nagar,77.13272855,28.64648081,95,61.09544012,91.35620596,84,31.59258905,62.62502042,64.18547221,66.22270971,52.93635522,74.41120813
338,Paschim Vihar,77.09606334,28.66876646,95,71.58032293,87.92750241,78,68.41286312,50.34982552,56.3305139,50.91666168,55.60582469,73.97365866
24,Burari,77.20558474,28.76213712,95,63.84059521,95,62.75872594,56.31799749,63.75071386,58.15307326,64.76807345,57.04064847,74.13788444
270,Bankoli Village,77.1485085,28.80895952,95,65.98130639,88.35356947,54.0988929,64.15500675,64.93401808,57.74858943,64.80430005,56.94131336,67.28875462
294,Shahbad Daulatpur Village,77.11279236,28.74885338,95,66.29413667,91.20613741,78,58.1806726,51.85677296,55.91864113,62.47982756,52.19595436,67.75288213
231,Alipur,77.1272979,28.80282547,95,60.47174568,88.61799701,64.05842731,58.40904441,62.1326545,63.1846835,60.32770827,55.94218299,73.44871348
330,Karala,77.03242525,28.7355334,92.97060808,68.17803267,79.12685884,59.39330482,69.86883991,51.91527458,63.1054789,65.85448638,55.27598129,73.62996831
323,Krishan Vihar,77.08039238,28.70595743,95,64.03925134,85.41327665,78,69.8167828,57.5798485,60.18004935,51.56470727,52.37155589,69.23335144
111,Chhatarpur,77.18732842,28.4945671,95,67.44159117,82.52600503,78,62.38416785,64.56572759,63.3538708,47.38232189,49.4636343,77.66902717
50,Sudershan Park,77.132105,28.6571432,95,61.71590018,93.18110755,84,63.21388564,49.63473186,63.19372782,49.78393403,52.23303953,65.01992135
358,Rani Bagh,77.06878771,28.61366121,95,69.79919327,80.80415423,78,65.95975765,51.71070231,62.86343506,59.6184358,52.90412344,66.67491089
353,Sector 32,77.07065832,28.74005168,95,67.98236665,84.05741634,78,59.9950287,58.82519281,54.59470248,64.80282275,52.58781024,67.10793102
336,Sector 11,77.10782972,28.7302677,95,71.15434973,88.91871223,78,56.19129053,62.70914451,52.13205686,54.31361497,53.32267603,74.972379
49,Nawada,77.03320264,28.62492409,95,61.4048042,77.87976035,78,68.42224984,54.1759345,63.16745117,58.60935202,53.31597361,66.6528449
225,Sector 10,77.11747914,28.72305806,95,65.52934522,91.08741916,78,65.4320081,49.37111792,51.72399496,59.65423757,56.39800064,73.88118189
26,Nilothi,77.05953412,28.6514975,95,64.67042014,81.46265532,78,55.49804663,61.71409475,56.87450962,63.53414719,55.33711587,68.26742542
334,Sector 15,77.13041192,28.73133583,95,64.94209097,92.31778902,78,63.67580376,51.66734166,50.99665767,66.25536701,56.38891816,67.86519549
60,Prahladpur,77.09335375,28.74225345,95,61.01805257,86.39059881,78,68.0767535,56.11055353,58.08052697,51.02624216,55.56274269,68.54271327
306,Sector 1,77.09485467,28.70390749,95,66.68115472,86.07095704,78,56.43302971,52.90746956,50.76703072,62.46283748,55.63089295,71.09697425
369,Sector 6,77.11111391,28.71187837,95,70.87766533,88.81911474,78,66.34244993,48.12775766,56.45794008,56.19329741,56.37022513,66.29678978
184,Indira Gandhi International Airport,77.09997602,28.55529082,95,64.20705071,78.62844455,78,65.38938928,64.432798,54.38327346,61.27905265,52.68028716,69.24850843
118,Sultanpur,77.15990141,28.48346964,95,71.69273769,77.25273463,78,57.45285809,62.19842749,60.65364198,54.17431051,49.03508237,75.60559782
314,Sector 3,77.10906468,28.70170667,95,62.90891679,89.45176578,78,56.43571833,58.56617359,55.53579533,63.94121654,55.67098612,66.53691043
335,Sector 8,77.12410512,28.70299107,95,64.1864192,89.82630915,84,59.11241,54.73382263,58.00951209,48.51210081,57.74870805,73.02640312
307,Mangolpuri,77.08891064,28.69036763,95,66.85935227,85.25255564,78,64.35788987,54.81234859,53.86410831,57.35921055,53.97066639,71.9963957
320,Tilak Nagar,77.09026238,28.63904482,95,65.77368122,86.28139193,78,60.86358994,62.11644114,55.32156938,54.96010586,54.05493755,68.54924661
364,Rohini Extension,77.07383869,28.71965981,95,66.03264468,84.50832015,78,65.35007336,55.09531716,59.0161125,57.01207142,51.63199163,67.78368482
229,Budh Vihar,77.08848566,28.71424056,95,66.04100725,86.80783912,78,58.56316196,50.84320459,60.03800394,50.33906177,54.9258861,74.96157673
34,Pooth Kalan,77.07779688,28.71148833,95,67.58204655,85.25828923,78,57.51223873,54.25364322,59.76460201,50.08290086,52.16842267,70.03132473
169,Vasant Kunj,77.15107474,28.52439723,95,69.2678207,81.03388836,78,62.73394043,51.77083571,58.40660946,51.52057996,50.47363642,74.08228489
155,Tilangpur Kotla,77.02376404,28.64958406,95,71.33718876,75.8987077,78,56.83164871,48.2826211,57.6898213,62.89031089,55.08865541,72.6651505
269,Sector 37,77.05660197,28.74231471,95,69.47005486,82.52813028,78,59.66961549,62.77971371,53.10488868,50.9843055,52.15525248,68.89230472
8,Sector17,77.11252337,28.74161803,95,69.00737702,90.90086582,78,65.42472829,52.45631041,56.9589873,47.5507344,53.64184251,66.85646705
368,Sector 7,77.11726596,28.70768065,95,66.52263433,89.64851262,78,61.75556404,47.6050448,52.50290303,63.13930982,54.37093178,67.32505992
130,Nangli Sakrawati,77.00655231,28.6225585,93.26075429,67.36098235,73.68082743,78,57.54636858,64.19602436,51.50956218,63.68289194,54.80867466,65.74105423
112,Sat Bari,77.19771022,28.47256551,95,63.3285742,81.65451697,78,58.70846612,61.42766801,51.19109877,56.53686937,47.05912406,81.33246562
381,Qila Rai Pithora,77.17756667,28.53072008,95,61.82009856,84.13061458,78,62.81436966,47.94064183,60.1568096,51.83954261,54.12827334,69.84537995
226,Sector 33,77.07109305,28.72991281,95,62.47600462,83.8589815,78,60.82837152,60.06763838,51.40785927,61.07714183,53.95196813,68.25290618
279,Bodh Pur Bija Pur,77.13293027,28.78099889,95,67.7510069,90.73875508,64.75966472,65.63569393,47.05792874,57.69001589,54.58188097,54.80015873,71.4950893
360,Dabri,77.08812669,28.60568756,95,64.52333315,83.97391567,78,55.90213514,63.31258245,56.46477831,49.68549702,51.85080969,74.73076798
309,Kirari Suleman Nagar,77.05113878,28.70062868,95,69.2339152,79.79966614,78,63.79912695,50.97101515,59.05693179,54.4347859,52.12799723,73.02810935
337,Mcd Slum Colony,77.12367369,28.74598447,95,69.96743289,91.25527688,78,56.28487374,62.1548042,50.17559916,51.50762536,57.31709063,65.30026005
141,Subhash Nagar,77.11714643,28.63653908,95,64.57069028,88.65919272,84,38.83682418,58.8683706,64.68657407,48.55298669,50.11493291,68.69574199
359,Sitapuri,77.07764265,28.61084037,95,65.2696189,81.51397521,78,61.97808418,51.44561838,63.74952854,55.95346851,53.08457266,66.47275564
224,Sector 21,77.067537,28.71424219,95,61.44763045,83.10393125,78,60.94259037,49.96666668,58.98467762,54.75297611,52.06374612,73.97919187
355,Sector 31,77.07839655,28.74623836,94.79247493,64.30596581,85.27150941,78,69.91209042,48.24124429,56.69629275,48.24406452,55.4903644,69.69107211
42,Zindpur,77.15083883,28.78871152,95,61.09447324,92.29135353,60.20211158,65.63590779,62.51626068,53.02045673,50.89247673,57.70866895,71.10546755
284,Samaypur,77.14196954,28.74975312,95,62.8467215,95,50.46701124,62.2531847,57.58764081,59.25599774,56.85729169,56.85043443,69.54764343
151,Baprola,77.00833054,28.63850905,94.6090736,71.99661208,74.00957951,78,55.85630284,47.75011221,62.55561688,57.45153199,51.59297844,73.04494642
147,Nangloi,77.06252281,28.67136539,95,63.28088486,81.86225779,78,68.02406921,49.70304201,51.04461722,63.1647042,50.18062323,67.176674
27,Janakpuri,77.09120129,28.62106685,95,60.13005182,84.69782033,78,56.17867746,53.85121928,57.27044431,66.68026326,52.22880358,68.54424949
366,Sector 20,77.07262607,28.70998564,95,70.79489488,82.88056616,78,63.03741527,48.17659084,60.32607528,48.52478436,55.87012872,68.26253918
44,Uttam Nagar,77.05676564,28.62102578,95,60.69070512,80.53587704,78,65.71130398,55.76711454,52.4705953,53.84895958,53.40636391,71.73645417
271,Kadipur Village,77.15808644,28.77405603,95,61.04304346,94.69259456,64.26295343,65.74226011,53.62957155,50.08258699,52.74819193,56.92417696,70.96851877
356,Kakrola,77.02618511,28.59939989,93.30161663,70.52640649,73.76095061,78,64.92758785,48.02698498,61.97570511,49.94606089,51.50701561,67.68562167
281,Siraspur,77.13015069,28.7598659,95,64.27316071,92.92632842,63.41148806,63.50968329,53.39887419,63.97630579,47.38655262,57.04545226,72.15100161
332,Sector 24,77.08782148,28.7288652,95,67.14766489,86.68749955,78,56.56164474,52.37706032,51.80837625,66.82655803,51.38828382,66.96653585
164,Kapashera,77.08137633,28.52711972,95,67.41753889,73.93383818,64.44488006,55.07409971,50.33352022,61.82671015,65.58456107,54.23747698,72.42253187
178,Shankar Vihar,77.14270325,28.56528369,95,69.06164707,85.79215955,84,41.63894455,49.18495553,56.33822642,55.98699484,50.37085076,72.16397112
149,Ranhola,77.0379912,28.656469,94.29492806,70.37666852,78.73076512,78,56.67879429,56.21999457,62.83605888,48.44632951,54.00720744,69.83989368
267,Hiranki,77.19109743,28.80540751,95,67.12310944,91.73249329,60.20748953,67.04538847,49.67998491,59.16170107,54.90261815,53.51714871,69.42293805
38,Iradat Nagar,77.08821337,28.78575202,92.55698406,68.07022147,85.86964329,63.00941301,55.47379217,64.56098362,62.09605426,63.67299924,46.72393947,64.703267
357,Dwarka North,77.05637449,28.59441318,95,64.70934129,79.01654094,78,63.36675126,52.07936734,62.33633561,47.15683182,55.06527395,66.00978107
211,Delhi Cantanment,77.12835804,28.59571125,95,67.69049694,87.10026855,84,34.84968386,63.54067761,58.89832355,54.20467838,54.98569503,65.88384947
28,Fateh Nagar,77.10323689,28.63478328,95,70.86458372,88.18975959,84,34.76307931,62.80353777,52.4866181,52.76810876,51.1709991,70.05634153
308,Sultanpuri,77.06892328,28.69872412,95,63.35974912,82.54768188,78,61.77651518,48.59480773,50.89287051,53.96191186,50.46081829,73.38154975
125,Mahavir Enclave,77.08006645,28.59991242,95,61.95140327,82.015359,78,56.96310491,53.76598913,62.42373879,60.53642598,50.669558,68.89404939
282,Holambi Khurd,77.10178338,28.79788609,95,71.83818299,85.49073605,53.44931909,58.84844176,61.29555196,55.95522562,49.48736798,53.32743218,70.93158219
328,Rani Khera,77.01591727,28.70355993,93.75622969,63.86824614,74.54019835,78,61.42299422,47.47154075,59.5414407,56.47619657,50.2514913,73.82914817
35,Sector 38,77.05622936,28.73080572,95,65.38134626,82.64036777,78,56.56851761,50.12344127,58.18147804,58.07422971,55.15876805,66.93863068
53,Razapur Khurd,77.04429694,28.63743174,95,61.21347211,79.74737855,78,64.65366543,47.46461433,56.76859016,56.77795664,53.4252645,70.1493335
223,Sector 22,77.06093788,28.71871045,94.63974665,61.06443041,82.72320605,78,60.49692302,47.77712724,62.47060272,56.87628081,55.4144782,68.23027346
41,Mukhmelpur Village,77.16565562,28.79285038,95,69.47541771,92.6710898,60.46207193,63.11944503,49.38544411,61.79417299,52.18669795,53.1785153,69.39210601
374,Sector 25,77.09626027,28.7353473,95,64.01886738,88.17654212,78,58.51963123,53.25217987,50.3817164,55.91083277,52.40127366,67.1050694
210,Naraina,77.14154899,28.63135754,95,61.66592607,92.78889514,84,40.54218674,62.2372581,60.01707025,49.03784776,52.57974572,66.87722406
232,Hamidpur,77.15003764,28.8302227,94.03621502,69.59292479,85.99428426,60.31828583,56.09793886,60.19042781,58.57658528,66.3209501,49.3903188,59.99206989
278,Khera Kalan Village,77.11723368,28.78304855,95,64.35698756,88.15295097,54.11322804,62.87745076,59.52112664,58.58072965,47.29386777,52.50813005,74.81117908
280,Nangli Puna,77.14209734,28.77275568,95,66.84933966,93.0335766,56.14001009,56.60315385,58.15260807,54.40233235,53.74691094,54.89279259,73.0441406
354,Sector 34,77.07495036,28.77322814,94.24213775,66.2767851,84.04514818,60.28347931,65.04230433,64.21906318,61.8347774,61.15442701,46.27424291,59.83492622
140,Hari Nagar,77.11135584,28.62604486,95,67.12956858,86.82829481,84,30.44005712,58.46962658,57.06930751,56.75255619,50.39699113,65.68713678
126,Chhawla,77.00579821,28.55954967,91.99361045,70.93112621,68.5398419,55.02678281,69.54731568,54.10057301,55.02812071,63.56938599,53.649917,70.41760964
48,Vikaspuri,77.07424238,28.64032237,95,64.21098015,82.69264841,78,56.2017227,56.04618938,53.07321911,53.94554078,51.37896035,66.175513
172,D Block,77.09360007,28.52653672,95,66.62288207,76.3158949,59.4893284,57.09476882,64.42148063,56.90537407,59.06986192,52.06032021,71.54132737
33,Rajouri Garden,77.12142607,28.64284712,95,66.88125466,89.31586431,84,32.40180293,48.45654709,56.17648312,57.82815215,55.02938253,70.5337119
146,Mundka,77.02394545,28.68349515,92.73367138,64.97783403,76.17431919,78,63.78031547,56.3313444,60.29490795,49.21996198,52.07050247,65.08363682
10,Sanoth,77.07245539,28.8186176,91.5574414,71.8860617,81.15881507,58.48597946,66.69776483,53.48245533,59.12790909,66.28034814,44.49363395,65.05352489
11,Bakkarwala,77.01538131,28.66237565,92.34590038,64.95141212,74.49079594,78,55.59428238,48.57756944,55.24259558,54.68413426,52.75750434,73.14125686
291,Darayapur Kalan Village,77.00506981,28.82134199,87.31794013,62.08048314,71.52413505,62.96537375,67.28783289,57.862778,64.89225258,57.3806456,49.60249654,63.52707181
221,Sector 39,77.04744296,28.72251723,95,63.34308407,79.55880343,78,55.08637991,64.72405531,57.82168534,48.78579049,50.69949845,65.38979321
119,Fatehpur Beri,77.17698862,28.462536,95,71.83452893,77.90181973,62.38725126,60.86622305,48.76548645,54.7152517,63.08874415,44.96407751,78.10260872
321,Singhola,77.13163087,28.84169415,91.01472052,66.39107319,82.93397359,63.02934752,63.91714503,53.90899313,64.12588567,53.05831458,47.94895895,58.41591482
277,Holambi Kalan,77.09439794,28.8091311,92.59914838,63.40531087,84.40694169,55.96391597,57.72157522,54.42719314,62.03878519,63.70960451,45.25435624,65.96504888
133,Tajpur Khurd,77.01979349,28.57650002,92.54494253,70.39276667,72.50275964,50.09578808,67.43325049,59.38642471,55.21912117,62.06855845,50.75291778,69.33472233
207,Mayapuri,77.12072985,28.62282736,95,61.54655666,88.81132097,84,39.38862581,52.14632221,50.72214254,51.93647738,51.143659,73.14939729
322,Mubarakpur Dabas,77.02777216,28.71228602,93.82878488,60.62188244,77.03589398,78,62.45150288,57.29370088,60.0285897,48.31389718,50.42064884,65.31743765
276,Khera Khurd Village,77.10615143,28.77232109,95,61.53096363,87.98742979,59.57788921,65.21676781,54.04746257,55.08290974,52.35185353,53.9690769,67.11635899
114,Juanapur,77.15625472,28.46211969,95,65.56438086,75.1177226,63.07765292,61.67957883,55.78137279,52.81117916,61.45413915,44.30145806,76.46753757
182,Dwarka South,77.04262569,28.55516191,93.67267661,61.63645771,73.85900456,51.53764592,68.02213382,56.5454384,54.20055994,60.65234442,50.90283363,67.41500628
363,Sector 28,77.099658,28.75578132,95,68.97131256,88.71659163,56.45458842,57.62954414,60.66916872,55.56758635,51.83786588,44.23561649,61.51792389
181,Rangpuri,77.11957175,28.53030171,95,62.55556994,79.80958063,78,35.32500263,58.59027656,63.77114828,48.43551612,53.571277,68.13826808
179,Mahipalpur,77.1370818,28.54738674,95,67.44371462,82.72321758,78,31.12680859,58.07023342,50.63037013,58.71729577,50.55416317,67.70942698
40,Tajpur Kalan,77.1681415,28.84153027,92.52015891,69.49894852,84.79964407,62.55519993,55.77956925,61.80465015,50.77934866,53.04666499,44.75601217,63.98684683
165,Bijwasan,77.05360965,28.53347295,93.5888816,64.29795262,71.75541399,55.12808249,69.27717678,50.13396804,59.97477355,55.10205389,53.73613725,66.69881006
233,Akbarpur Majra,77.20394556,28.83972467,93.30602812,67.53480467,85.84015812,51.01755589,64.0517289,56.7602697,57.76169528,62.22075581,46.39711271,62.61361919
12,Khampur,77.12850466,28.822212,94.4919305,64.46421703,85.83312265,54.00542405,62.20760421,63.86524081,51.71143677,47.77992025,45.83878081,63.48107448
352,Sector 35,77.06943335,28.76115576,94.09948441,69.77489664,82.94079535,51.87778688,59.8650063,60.52475155,54.13071761,56.39976536,49.06799545,58.56827911
234,Narela,77.09601635,28.84398513,90.5516529,60.98110838,80.2115232,54.5144535,65.02319198,57.62625843,56.45641115,66.01545415,45.96076824,58.53804731
183,Ghitorni,77.13814996,28.49960831,95,60.17453599,76.98668705,78,57.65724684,47.75512202,62.87512515,51.83863361,49.80845829,59.7193011
293,Sector 29,77.08995638,28.76532078,93.67529797,60.96280495,86.95053878,64.52290142,58.42119658,61.48980199,54.12097288,53.23727716,47.18943292,63.18911165
235,Bawana,77.04940184,28.79938959,90.81914927,70.48294349,78.06523544,60.62258133,64.29235519,56.15048984,54.75419882,61.05081003,44.0648665,58.75934349
292,Nangal Thakuran Village,77.01117613,28.7958317,87.31618814,70.7611851,74.59330351,57.0981486,68.26309695,59.17642287,51.9723368,60.55084535,48.10319871,63.57708645
268,Bankner,77.0717378,28.84277747,89.941268,68.14922783,77.73571892,59.81766821,63.08741915,52.50087588,54.21024823,61.26413767,47.46579053,63.659176
373,Aya Nagar,77.13262167,28.4759565,94.10307596,67.53249664,73.53113607,58.72957103,68.90766729,54.39972085,52.31689621,50.3149956,49.68053747,58.50051874
367,Sector 30,77.08407577,28.7551436,94.94611801,64.60669466,85.6285577,53.0078709,56.45014674,55.77628149,55.61829331,52.4940763,49.79448326,60.39506699
285,Ghoga,77.0367358,28.83239431,87.02073084,61.22138967,75.09375899,59.77500238,67.08988825,55.65751202,51.7075759,55.08579495,48.94174166,63.39829042
351,Sector 36,77.0643838,28.75248263,94.59124375,61.97118958,82.3845442,51.75962283,62.9943668,49.43637348,60.09449934,52.81009011,47.24177919,61.08478074
113,Dera Village,77.16969396,28.4400117,95,33.76242319,74.55551175,63.21306139,87.67349822,64.2723796,60.97244736,60.75444085,47.00765387,61.6103529
272,Bakhtawarpur,77.16995381,28.82449522,94.98449989,66.4452785,87.52056246,52.26586838,59.08936001,55.07499136,50.11496049,54.35571976,46.86410239,65.42545678
177,Rajokri,77.11162384,28.51230598,95,60.34539212,75.95622143,63.98042158,38.0811892,50.70237072,51.6608089,57.06167902,55.57178337,69.7392122
108,Mandi,77.14137956,28.44552177,94.42700267,49.00822968,73.4804595,61.29074959,89.48511169,50.8736337,58.39633525,57.20864978,46.04246934,64.5711069
129,Haibutpur,76.96825237,28.62553528,88.29665189,44.51439017,67.93051106,62.26950536,73.32294145,63.0575244,62.38967319,61.75739037,46.27850914,63.18654406
136,Daulatpur Village,76.96118071,28.54979137,87.6480756,37.52926734,63.32646235,64.71779267,83.10860976,62.13568843,59.76721377,62.32231866,48.06435878,60.56929722
377,Najafgarh West,76.95854125,28.61224284,88.39960062,42.40145512,65.60201273,61.96338651,89.86470304,58.94821435,55.1090625,63.87299328,49.94199382,60.74116117
372,Forest,77.12909874,28.4572304,92.89686216,71.27798548,71.06887109,50.96313406,66.93174941,56.58357228,55.18816191,47.87799885,48.83258026,63.39195367
283,Puth Khurd,77.04544936,28.76587007,91.8739184,67.26929783,80.07856939,53.19657056,69.44390313,48.67383152,51.3063915,55.2728535,46.28594764,58.42678398
327,Ghevra,76.99560336,28.69240222,92.71361017,49.79920465,72.36154202,62.67174842,79.27773783,53.0212032,50.15196776,61.94888813,48.9638129,65.04778405
115,Asola Bhatti Wildlife Sanctuary,77.21959656,28.4497473,95,37.06704456,82.24181284,50.43870925,81.26671237,48.97525158,62.8726558,60.85064863,44.20946932,64.83979216
109,Asola,77.20187714,28.44918026,94.3277789,47.80527568,79.72875301,52.37907658,75.25758515,47.21817394,57.91099433,59.53185022,47.06348454,64.74660934
274,Marmurpur,77.11484756,28.85225427,91.54390602,44.90878948,80.29264504,64.1542388,74.19394968,62.95152405,50.55082044,49.23024425,46.17535878,60.73524222
123,Raghopur,77.00803374,28.52115622,90.60960109,69.76554024,66.55102645,51.93304801,59.87785096,60.27242739,55.36697398,47.1772657,50.29768624,65.66973612
150,Baba Haridas Nagar,76.9715139,28.69040053,88.85333324,46.25802018,68.10405898,58.0997807,76.85549301,59.24410003,53.40769336,66.10230415,49.59923053,58.04250781
131,Paprawat Village,76.97826078,28.57888475,89.86136632,38.36486073,67.41970462,62.48201267,81.35593107,61.16426095,53.59811169,61.80952264,46.35256146,61.00375143
371,Bhatti Kalan,77.20767013,28.43133192,92.46193033,32.33796081,78.52518054,57.3739182,83.96841104,49.50641668,63.35145553,55.65632004,48.02655894,60.84255799
152,Tikri Kalan,76.97556514,28.67985281,89.22845949,49.93273674,69.09384383,61.69768093,81.5610515,48.52625629,54.18914133,52.99131356,47.66878167,64.18247659
127,Jharoda Kalan,76.95033438,28.6478791,89.27105636,46.45074486,64.53758943,61.15262384,80.16821174,55.27004183,52.6064239,52.89238793,45.6862985,65.7445265
256,Badu Sarai,76.98041309,28.53065122,88.09423735,38.94824734,62.86858476,60.24943065,88.16454988,53.39692224,51.06398324,56.44563608,49.90140324,64.098421
239,Kharkhari Rond Village,76.93714592,28.56437759,85.2153043,46.1240256,60.12833867,55.18824585,81.34347213,62.71981249,63.38784935,59.88298443,47.46114429,64.45332042
341,Ujwa Village,76.91192976,28.56415846,83.46695357,48.76680914,57.66130499,63.81271772,76.07981524,55.6934397,58.6579983,62.62643711,47.77892393,61.72007614
344,Mandhela Kalan Village,76.89857501,28.60639681,83.14291693,44.82241299,57.6522603,57.22283527,81.34307624,60.10290753,58.37963595,63.2224754,47.18776411,60.6822324
156,Neelwal,76.98202194,28.66082255,89.98022131,46.99294781,71.12349074,58.11899868,80.13958251,47.21795255,54.57966015,61.14172955,49.68296878,62.6697087
273,Singhu,77.13501238,28.85385111,91.89287077,41.73682236,81.56107378,56.48502202,79.44388383,59.99727689,53.28603214,48.16183904,46.10491466,65.43311616
326,Sawda,76.98480393,28.70317656,90.44608581,46.19748892,71.59814922,61.41535986,84.91675978,47.43545175,63.69930421,48.15688899,46.51509726,63.27236328
250,Jhatikara,76.96279674,28.53035622,89.16481877,35.04873889,60.71539536,61.37394794,84.92621537,61.40127744,59.78336389,62.35135257,44.61959005,60.50222391
325,Chandpur Village,76.99244073,28.76748604,88.10600203,31.26749941,71.87886881,61.56382767,84.51260197,53.52023795,58.90491187,56.68154139,44.94087623,62.85477564
227,Kanjhawala,76.99680787,28.72964845,89.31259792,36.23444136,73.22415953,54.65542938,83.22454238,54.53827974,59.08668874,66.21253951,44.72232547,60.41935609
135,Najafgarh East,76.99681231,28.60206695,93.22900583,30.52733949,70.23055003,59.25390378,76.47685691,51.5840712,61.23239505,60.17081031,45.42159995,62.47247428
263,Sri Hans Nagar,76.94791752,28.57132886,89.07836314,34.22896014,63.07304291,61.92214323,80.74569167,50.64465008,64.57299036,60.03279521,48.15206754,62.69549205
251,Pindwala Kalan Village,76.95203416,28.5660165,88.88931541,44.26699172,63.35543925,50.36880375,89.19942653,50.67264142,64.25796579,55.33008864,45.03514326,63.23473604
238,Sherpur Extention,76.92727337,28.55839612,85.10281932,35.53755296,59.42147119,58.7325569,87.54000569,59.39993544,59.02885147,62.63647727,44.62672711,63.9854713
154,Hiran Kudna,76.99801916,28.66454122,91.95301961,45.3797483,72.52090527,61.41541854,72.70818373,48.29751805,60.4122586,57.01248536,45.9052982,58.53170661
275,Lampur,77.05947197,28.85579644,89.17241007,38.63319092,75.81316721,56.29590975,75.26068829,57.67479802,51.62038631,57.31723805,48.83428715,62.22141973
252,Jainpur Village,76.93620748,28.53760683,85.35950121,47.90413675,59.25693669,50.33185327,72.32818649,56.99152909,59.009766,63.44359774,47.40784578,59.85614544
153,New Pvc Market,76.96231322,28.66788305,88.05334288,41.10863411,67.41170869,51.60470958,88.85890246,59.89382099,59.64322865,48.53724151,48.07099981,62.3873533
264,Asaletpur Khawad Village,76.9503195,28.54522021,86.1594737,36.54994704,61.66253795,60.40523339,76.62197822,64.24532264,54.97020511,61.77194916,46.74757397,62.64760304
128,Dichaon Kalan,76.98306002,28.63753338,92.04720645,48.99599827,69.48875495,52.41139844,76.24890834,61.13029779,60.6802103,47.28630555,45.0409763,58.53251782
132,Rewla Khanpur,76.98717963,28.56614637,89.71551113,48.65456967,66.92371204,57.61201601,78.06605718,52.67732412,52.12957985,49.85700575,48.5046179,64.43051636
257,Kangan Heri Village,76.98795518,28.54420409,90.22219623,40.65234533,65.70816069,56.6885406,76.38268134,61.10825212,53.81587371,64.60313476,45.55802503,58.31150413
286,Bajitpur Thakran,76.97468832,28.80416963,86.2152051,33.05718278,67.58601552,55.52789516,81.90407776,58.56185947,55.17834714,57.61875357,46.30766646,63.42025291
134,Kharkhari Nahar,76.9671996,28.58736363,88.88837543,30.9043734,65.12099146,54.305572,79.75597543,54.87685623,56.75526468,62.37845564,48.63662852,65.97745883
254,Pind Wala Khurd Village,76.96327465,28.56098057,89.64996539,40.64226971,63.9943898,57.32964786,72.13613175,58.0877381,57.59399089,51.23988109,49.62989437,64.11482709
242,Ghumanhera Village,76.91343628,28.53093507,85.40058652,34.18698647,55.62463425,63.07305209,78.1424609,49.88128943,59.4696133,66.13599631,49.88340936,59.93197188
243,Jaffarpur Kalan Village,76.90724305,28.59118975,86.04455228,37.40944206,57.82044317,64.60233454,78.84352114,55.30803454,58.87545743,57.00802291,45.28817532,58.32280661
258,Khera Dabar Village,76.92591616,28.57728787,87.28986318,34.84941007,60.21077622,54.10439999,88.68662181,56.97607725,55.4277964,51.31481358,49.8183418,64.69695702
255,Kair Village,76.92453665,28.61442318,85.69197696,32.14344023,61.57548564,61.55611127,83.65454485,50.38444522,59.51156047,60.14706964,48.91244138,62.98994468
138,Rawta Village,76.90913799,28.52024499,84.08271904,49.74552259,52.72978135,53.89705372,75.00675434,63.23171586,55.2856242,59.27208228,49.5748683,60.80416427
